"Descricao_do_cargo.emprego","Nome_orgao_de_origem","UF_da_UPAG_de_vinculacao","Cidade_da_residencia","Nivel_escolaridade","Ano_Mes_inicio_afastamento","Ano_Mes_referencia","Valor_rendimento_liquido","Descricao_do_afastamento","Ano_inicio_afastamento","Mes_inicio_afastamento","Rendimento_Liquido_Hora"
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO ESPIRITO SANTO  ","ES","SAO MATEUS                    ","NS",2021-12-01,2021-12-01,35112.28,"Afas. Missão Exterior Com Ônus - EST","2021","12",209.001666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO ESPIRITO SANTO  ","ES","VITORIA                       ","NS",2021-11-01,2021-12-01,26457.76,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",157.486666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO ESPIRITO SANTO  ","ES","VITORIA                       ","NS",2021-12-01,2021-12-01,18623.81,"Afas. Missão Exterior Com Ônus - EST","2021","12",110.856011904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO ESPIRITO SANTO  ","ES","VITORIA                       ","NS",2021-12-01,2021-12-01,28539.93,"Afas. Missão Exterior Com Ônus - EST","2021","12",169.880535714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-11-01,2021-12-01,15323.42,"Afas. Missão Exterior Com Ônus - EST","2021","11",91.2108333333333
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-03-01,2021-12-01,18807.85,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",111.951488095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","CATALAO                       ","NS",2021-11-01,2021-12-01,19008.6,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",113.146428571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-11-01,2021-12-01,23826.66,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",141.825357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-07-01,2021-12-01,29638.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","07",176.418392857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-08-01,2021-12-01,18750.26,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",111.60869047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-01-01,2021-12-01,5061.82,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",30.129880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","CATALAO                       ","NS",2021-11-01,2021-12-01,14204.19,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",84.54875
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-01-01,2021-12-01,19330.01,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",115.059583333333
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-08-01,2021-12-01,25345.86,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",150.868214285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","APARECIDA DE GOIANIA          ","NS",2021-08-01,2021-12-01,26419.67,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",157.25994047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-08-01,2021-12-01,12846.5,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",76.4672619047619
"RELACOES PUBLICAS                       ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-10-01,2021-12-01,7420.65,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",44.1705357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-01-01,2021-12-01,12948.06,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",77.0717857142857
"ADMINISTRADOR                           ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-09-01,2021-12-01,6791.6,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",40.4261904761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-08-01,2021-12-01,21429.24,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",127.555
"TECNICO DE LABORATORIO AREA             ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NI",2021-10-01,2021-12-01,6277.95,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",37.36875
"ADMINISTRADOR                           ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-09-01,2021-12-01,9993.76,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",59.4866666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-04-01,2021-12-01,9147.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","04",54.4475
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-09-01,2021-12-01,12363.91,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",73.5947023809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-09-01,2021-12-01,8749.2,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",52.0785714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-08-01,2021-12-01,18750.84,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",111.612142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-06-01,2021-12-01,12946.58,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","06",77.0629761904762
"ASSISTENTE EM ADMINISTRACAO             ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","NITEROI                       ","NI",2021-11-01,2021-12-01,16171.93,"Afas. Missão Exterior Com Ônus - EST","2021","11",96.2614880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","NITEROI                       ","NS",2021-11-01,2021-12-01,19989.71,"Afas. Missão Exterior Com Ônus - EST","2021","11",118.986369047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","NITEROI                       ","NS",2021-11-01,2021-12-01,43434.58,"Afas. Missão Exterior Com Ônus - EST","2021","11",258.539166666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","NITEROI                       ","NS",2021-10-01,2021-12-01,21369.96,"Afas. Missão Exterior Com Ônus - EST","2021","10",127.202142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-09-01,2021-12-01,20988.01,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","09",124.928630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","NITEROI                       ","NS",2021-10-01,2021-12-01,10665.73,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",63.4864880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-09-01,2021-12-01,59144.27,"Afas. Missão Exterior Com Ônus - EST","2021","09",352.049226190476
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-10-01,2021-12-01,19263.28,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",114.662380952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-03-01,2021-12-01,12258.12,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",72.965
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-10-01,2021-12-01,19778,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",117.72619047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-08-01,2021-12-01,18023.15,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",107.280654761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-11-01,2021-12-01,20162.86,"Afas. Missão Exterior Com Ônus - EST","2021","11",120.017023809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-11-01,2021-12-01,17756.45,"Afas. Missão Exterior Com Ônus - EST","2021","11",105.693154761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","NITEROI                       ","NS",2021-10-01,2021-12-01,13454.81,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",80.0881547619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","NITEROI                       ","NS",2021-11-01,2021-12-01,19121.64,"Afas. Missão Exterior Com Ônus - EST","2021","11",113.819285714286
"TECNICO DE LABORATORIO AREA             ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","SAO GONCALO                   ","NI",2021-11-01,2021-12-01,4389.72,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",26.1292857142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-10-01,2021-12-01,18403.81,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",109.546488095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-11-01,2021-12-01,12258.12,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",72.965
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","TRES CORACOES                 ","NS",2021-11-01,2021-12-01,12258.12,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",72.965
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE JUIZ DE FORA    ","MG","JUIZ DE FORA                  ","NS",2021-12-01,2021-12-01,17934.43,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","12",106.75255952381
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","UNIVERSIDADE FEDERAL DE JUIZ DE FORA    ","MG","JUIZ DE FORA                  ","NS",2021-12-01,2021-12-01,38094.88,"Afas. Viagem /Serv Fora do País Com Ônus Limitado - EST","2021","12",226.755238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE JUIZ DE FORA    ","MG","JUIZ DE FORA                  ","NS",2021-07-01,2021-12-01,13977.89,"Afas. Viagem /Serv Fora do País Com Ônus Limitado - EST","2021","07",83.2017261904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-09-01,2021-12-01,12846.5,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","09",76.4672619047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-11-01,2021-12-01,10184.91,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",60.6244642857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-08-01,2021-12-01,27816.15,"Afas. Missão Exterior Com Ônus - EST","2021","08",165.572321428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-11-01,2021-12-01,10660.79,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","11",63.4570833333333
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-11-01,2021-12-01,23413.18,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",139.364166666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-11-01,2021-12-01,19121.64,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",113.819285714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-10-01,2021-12-01,18817.94,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",112.011547619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-12-01,2021-12-01,20175.04,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","12",120.089523809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-11-01,2021-12-01,17829.97,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","11",106.130773809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-11-01,2021-12-01,50281.48,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",299.294523809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-12-01,2021-12-01,21963.52,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","12",130.735238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-12-01,2021-12-01,13161.85,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","12",78.3443452380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-11-01,2021-12-01,12730.12,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",75.7745238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-11-01,2021-12-01,10580.09,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",62.9767261904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-08-01,2021-12-01,17491.14,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","08",104.113928571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-09-01,2021-12-01,43427.77,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","09",258.498630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PARA            ","PA","BELEM                         ","NS",2021-12-01,2021-12-01,37419.09,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","12",222.732678571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PARA            ","PA","BELEM                         ","NS",2021-11-01,2021-12-01,12258.12,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","11",72.965
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PARA            ","PA","BELEM                         ","NS",2021-12-01,2021-12-01,26271.75,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","12",156.379464285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DA PARAIBA         ","PB","JOAO PESSOA                   ","NS",2021-11-01,2021-12-01,38621.18,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",229.887976190476
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DA PARAIBA         ","PB","JOAO PESSOA                   ","NS",2021-12-01,2021-12-01,28449.16,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","12",169.340238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DA PARAIBA         ","PB","JOAO PESSOA                   ","NS",2021-12-01,2021-12-01,44482.54,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","12",264.777023809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DA PARAIBA         ","PB","AREIA                         ","NS",2021-11-01,2021-12-01,36322.57,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",216.205773809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PARANA          ","PR","CURITIBA                      ","NS",2021-11-01,2021-12-01,10921.71,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",65.0101785714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PARANA          ","PR","CURITIBA                      ","NS",2021-11-01,2021-12-01,13221.01,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",78.6964880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PARANA          ","PR","CURITIBA                      ","NS",2021-11-01,2021-12-01,8444.22,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","11",50.2632142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO PARANA          ","PR","CURITIBA                      ","NS",2021-08-01,2021-12-01,17167.33,"Afas. Missão Exterior Com Ônus - EST","2021","08",102.186488095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE PERNAMBUCO      ","PE","RECIFE                        ","NS",2021-11-01,2021-12-01,36354.44,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","11",216.395476190476
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE PERNAMBUCO      ","PE","OLINDA                        ","NS",2021-10-01,2021-12-01,39464.88,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",234.91
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO NORTE","RN","NATAL                         ","NS",2021-12-01,2021-12-01,24710.27,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","12",147.08494047619
"ASSISTENTE EM ADMINISTRACAO             ","UNIVERSIDADE FED. DO RIO GRANDE DO NORTE","RN","NATAL                         ","NI",2021-11-01,2021-12-01,7039.02,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",41.8989285714286
"REVISOR DE TEXTOS                       ","UNIVERSIDADE FED. DO RIO GRANDE DO NORTE","RN","NATAL                         ","NS",2021-12-01,2021-12-01,10354.18,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","12",61.6320238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO NORTE","RN","PARNAMIRIM                    ","NS",2021-11-01,2021-12-01,38793.03,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","11",230.910892857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO NORTE","RN","MOJI DAS CRUZES               ","NS",2021-11-01,2021-12-01,10671.38,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","11",63.520119047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO NORTE","RN","NATAL                         ","NS",2021-11-01,2021-12-01,13108.55,"Afas. Viagem /Serv Fora do País Com Ônus Limitado - EST","2021","11",78.0270833333333
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-11-01,2021-12-01,26308.85,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",156.600297619048
"ASSISTENTE EM ADMINISTRACAO             ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NI",2021-12-01,2021-12-01,9258.39,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","12",55.1094642857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,28053.49,"Afas. Missão Exterior Com Ônus - EST","2021","12",166.98505952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,37402.28,"Afas. Missão Exterior Com Ônus - EST","2021","12",222.632619047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-11-01,2021-12-01,28177.48,"Afas. Missão Exterior Com Ônus - EST","2021","11",167.723095238095
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,21491.1,"Afas. Missão Exterior Com Ônus - EST","2021","12",127.923214285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,25432.47,"Afas. Missão Exterior Com Ônus - EST","2021","12",151.38375
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-11-01,2021-12-01,20576.38,"Afas. Missão Exterior Com Ônus - EST","2021","11",122.478452380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,21498.58,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","12",127.967738095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,29564.74,"Afas. Missão Exterior Com Ônus - EST","2021","12",175.980595238095
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-11-01,2021-12-01,40048.68,"Afas. Missão Exterior Com Ônus - EST","2021","11",238.385
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-11-01,2021-12-01,22070.39,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","11",131.371369047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,11713.75,"Afas. Missão Exterior Com Ônus - EST","2021","12",69.7247023809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-08-01,2021-12-01,21230.29,"Afas. Missão Exterior Com Ônus - EST","2021","08",126.370773809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,18626.51,"Afas. Missão Exterior Com Ônus - EST","2021","12",110.872083333333
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-12-01,2021-12-01,28674.3,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","12",170.680357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-11-01,2021-12-01,19121.64,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","11",113.819285714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-11-01,2021-12-01,24962.28,"Afas. Missão Exterior Com Ônus - EST","2021","11",148.585
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-11-01,2021-12-01,26662.38,"Afas. Missão Exterior Com Ônus - EST","2021","11",158.704642857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FED. DO RIO GRANDE DO SUL  ","RS","PORTO ALEGRE                  ","NS",2021-10-01,2021-12-01,13453.77,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",80.0819642857143
