"Descricao_do_cargo.emprego","Nome_orgao_de_origem","UF_da_UPAG_de_vinculacao","Cidade_da_residencia","Nivel_escolaridade","Ano_Mes_inicio_afastamento","Ano_Mes_referencia","Valor_rendimento_liquido","Descricao_do_afastamento","Ano_inicio_afastamento","Mes_inicio_afastamento","Rendimento_Liquido_Hora"
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-05-01,23065.73,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",137.296011904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-05-01,20326.17,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",120.989107142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-05-01,14865,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",88.4821428571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-05-01,14555.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",86.638630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-05-01,23150.13,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",137.798392857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-05-01,2021-05-01,16012.67,"Afas. Missão Exterior Com Ônus - EST","2021","05",95.3135119047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-05-01,21560.6,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",128.336904761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-05-01,20674.67,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",123.063511904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-05-01,19902.96,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",118.47
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-05-01,17448.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",103.858214285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-05-01,20145.24,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",119.912142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-05-01,21338.35,"Afas. Missão Exterior Com Ônus - EST","2021","02",127.013988095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-05-01,15337,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",91.2916666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-05-01,16927.62,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",100.759642857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-05-01,15880.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",94.5255357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","DIONISIO                      ","NS",2021-01-01,2021-05-01,13221.01,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",78.6964880952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","BELO HORIZONTE                ","NS",2021-03-01,2021-05-01,21019.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",125.114821428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","OURO BRANCO                   ","NS",2021-02-01,2021-05-01,10194.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",60.6796428571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE FEDERAL DO ABC    ","SP","SAO PAULO                     ","NS",2021-03-01,2021-05-01,31006.68,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","03",184.563571428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE FEDERAL DO ABC    ","SP","SAO PAULO                     ","NS",2021-01-01,2021-05-01,12900.12,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","01",76.7864285714286
"PEDAGOGO-AREA                           ","INSTITUTO FEDERAL DE RONDONIA           ","RO","VILHENA                       ","NS",2021-04-01,2021-05-01,10712.29,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","04",63.763630952381
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DE SERGIPE            ","SE","BARRA DOS COQUEIROS           ","NS",2021-02-01,2021-05-01,17284.75,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",102.885416666667
"TECNICO EM ASSUNTOS EDUCACIONAIS        ","UNIVERSIDADE FEDERAL DO OESTE DO PARA   ","PA","SANTAREM                      ","NS",2021-02-01,2021-05-01,10843.45,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",64.5443452380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO CARIRI          ","CE","CRATO                         ","NS",2021-02-01,2021-05-01,8690.64,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",51.73
"TECNOLOGISTA EM SAUDE PUBLICA           ","FUNDACAO OSWALDO CRUZ                   ","RJ","RIO DE JANEIRO                ","NS",2021-02-01,2021-05-01,16211.01,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",96.4941071428571
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-01-01,2021-03-01,20834.24,"Afas. Missão Exterior Com Ônus - EST","2021","01",124.013333333333
"AGENTE DE POL FEDERAL CLASSE ESPECIAL   ","DEPARTAMENTO DE POLICIA FEDERAL         ","PR","GUAIRA                        ","NS",2021-03-01,2021-03-01,24198.49,"Afas. Missão Exterior Com Ônus - EST","2021","03",144.038630952381
"AGENTE DE POL FEDERAL CLASSE ESPECIAL   ","DEPARTAMENTO DE POLICIA FEDERAL         ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,19343.59,"Afas. Missão Exterior Com Ônus - EST","2021","02",115.140416666667
"AGENTE DE POLICIA FEDERAL 1A CLASSE     ","DEPARTAMENTO DE POLICIA FEDERAL         ","PR","CASCAVEL                      ","NS",2021-01-01,2021-03-01,16253.62,"Afas. Missão Exterior Com Ônus - EST","2021","01",96.7477380952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","COMANDO DA AERONAUTICA                  ","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,12730.12,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",75.7745238095238
"TECNOLOGISTA                            ","COMANDO DA AERONAUTICA                  ","SP","SAO JOSE DOS CAMPOS           ","NS",2021-01-01,2021-03-01,18863.25,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",112.28125
"PROFESSOR DO MAGISTERIO SUPERIOR        ","COMANDO DA AERONAUTICA                  ","SP","SAO JOSE DOS CAMPOS           ","NS",2021-01-01,2021-03-01,10665.73,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",63.4864880952381
"TECNOLOGISTA                            ","AGENCIA ESPACIAL BRASILEIRA             ","DF","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,14892.47,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","02",88.6456547619048
"TECNOLOGISTA                            ","AGENCIA ESPACIAL BRASILEIRA             ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,21972.35,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","02",130.787797619048
"                                        ","AGENCIA ESPACIAL BRASILEIRA             ","DF","BRASILIA                      ","  ",2021-02-01,2021-03-01,17785.65,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","02",105.866964285714
"                                        ","AGENCIA ESPACIAL BRASILEIRA             ","DF","BRASILIA                      ","  ",2021-02-01,2021-03-01,14081.39,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","02",83.8177976190476
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO CEARA           ","CE","FORTALEZA                     ","NS",2021-02-01,2021-03-01,18470.47,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",109.943273809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-03-01,2021-03-01,12781.54,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",76.0805952380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-01-01,2021-03-01,4893.76,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",29.1295238095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-01-01,2021-03-01,13193.95,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",78.5354166666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE GOIAS           ","GO","GOIANIA                       ","NS",2021-01-01,2021-03-01,12470.41,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",74.228630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL FLUMINENSE         ","RJ","RIO DE JANEIRO                ","NS",2021-03-01,2021-03-01,12258.12,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",72.965
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-01-01,2021-03-01,12368.85,"Afas. Missão Exterior Com Ônus - EST","2021","01",73.6241071428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DE MINAS GERAIS    ","MG","BELO HORIZONTE                ","NS",2021-01-01,2021-03-01,36991.61,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",220.188154761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO  ","RJ","RIO DE JANEIRO                ","NS",2021-03-01,2021-03-01,21594.92,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",128.54119047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO  ","RJ","RIO DE JANEIRO                ","NS",2021-01-01,2021-03-01,21924.21,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",130.50125
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO  ","RJ","RIO DE JANEIRO                ","NS",2021-01-01,2021-03-01,18403.81,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",109.546488095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO  ","RJ","RIO DE JANEIRO                ","NS",2021-02-01,2021-03-01,18593.34,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",110.674642857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO  ","RJ","RIO DE JANEIRO                ","NS",2021-03-01,2021-03-01,17713.59,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",105.438035714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO  ","RJ","RIO DE JANEIRO                ","NS",2021-01-01,2021-03-01,18487.27,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",110.043273809524
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO  ","RJ","RIO DE JANEIRO                ","NS",2021-02-01,2021-03-01,10074.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",59.9653571428571
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","RIO DE JANEIRO                ","NS",2021-03-01,2021-03-01,26585.39,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",158.246369047619
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","ANGRA DOS REIS                ","NS",2021-01-01,2021-03-01,8846.54,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",52.6579761904762
"BIBLIOTECARIO-DOCUMENTALISTA            ","UNIV. FEDERAL RURAL DO RIO DE JANEIRO   ","RJ","NOVA IGUACU                   ","NS",2021-03-01,2021-03-01,8075.17,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",48.0664880952381
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS  ","MG","BELO HORIZONTE                ","NS",2021-02-01,2021-03-01,17824.32,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",106.097142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERS. TECNOLOGICA FEDERAL DO PARANA  ","PR","CAMPO MOURAO                  ","NS",2021-02-01,2021-03-01,14387.88,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",85.6421428571429
"PSICOLOGO-AREA                          ","UNIVERSIDADE FEDERAL DE SAO PAULO       ","SP","CACAPAVA                      ","NS",2021-01-01,2021-03-01,9891.74,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",58.8794047619048
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DA INTEGRACAO LATIN","PR","FOZ DO IGUACU                 ","NS",2021-02-01,2021-03-01,13065.48,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",77.7707142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,22143.4,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",131.805952380952
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-03-01,20324.31,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",120.978035714286
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-03-01,14865,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",88.4821428571429
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-03-01,14555.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",86.638630952381
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-03-01,23258.88,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",138.445714285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,21560.6,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",128.336904761905
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,20674.67,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",123.063511904762
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,19902.96,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",118.47
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-03-01,17448.18,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",103.858214285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,20145.24,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",119.912142857143
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,21338.35,"Afas. Missão Exterior Com Ônus - EST","2021","02",127.013988095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-03-01,2021-03-01,15337,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",91.2916666666667
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-01-01,2021-03-01,15974.67,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",95.0873214285714
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIVERSIDADE DE BRASILIA       ","DF","BRASILIA                      ","NS",2021-02-01,2021-03-01,15880.29,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",94.5255357142857
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","DIONISIO                      ","NS",2021-01-01,2021-03-01,13482.82,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","01",80.2548809523809
"PROFESSOR DO MAGISTERIO SUPERIOR        ","FUNDACAO UNIV. FEDERAL DE OURO PRETO    ","MG","OURO BRANCO                   ","NS",2021-02-01,2021-03-01,8020.57,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",47.7414880952381
"PROFESSOR ENS BASICO TECN TECNOLOGICO   ","INSTITUTO FEDERAL DE SERGIPE            ","SE","BARRA DOS COQUEIROS           ","NS",2021-02-01,2021-03-01,17829.67,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",106.128988095238
"PROFESSOR DO MAGISTERIO SUPERIOR        ","UNIVERSIDADE FEDERAL DO CARIRI          ","CE","CRATO                         ","NS",2021-02-01,2021-03-01,8690.64,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",51.73
"TECNOLOGISTA EM SAUDE PUBLICA           ","FUNDACAO OSWALDO CRUZ                   ","RJ","RIO DE JANEIRO                ","NS",2021-02-01,2021-03-01,16211.01,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","02",96.4941071428571
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,25932.21,"Afas. Missão Exterior Com Ônus - EST","2021","02",154.358392857143
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,21943.91,"Afas. Missão Exterior Com Ônus - EST","2021","02",130.618511904762
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,18839.2,"Afas. Missão Exterior Com Ônus - EST","2021","02",112.138095238095
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,22372.34,"Afas. Missão Exterior Com Ônus - EST","2021","02",133.16869047619
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,18944.65,"Afas. Missão Exterior Com Ônus - EST","2021","02",112.765773809524
"MINISTRO DE ESTADO                      ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","DF","SAO PAULO                     ","NS",2021-02-01,2021-03-01,39022.7,"Afas. Missão Exterior Com Ônus - EST","2021","02",232.277976190476
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,18857.33,"Afas. Missão Exterior Com Ônus - EST","2021","02",112.246011904762
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,14687.9,"Afas. Missão Exterior Com Ônus - EST","2021","02",87.4279761904762
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","JACAREI                       ","NS",2021-02-01,2021-03-01,20491.81,"Afas. Missão Exterior Com Ônus - EST","2021","02",121.97505952381
"PESQUISADOR                             ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,26922.4,"Afas. Missão Exterior Com Ônus - EST","2021","02",160.252380952381
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,19539.54,"Afas. Missão Exterior Com Ônus - EST","2021","02",116.306785714286
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,11650.34,"Afas. Missão Exterior Com Ônus - EST","2021","02",69.3472619047619
"TECNOLOGISTA                            ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","SP","SAO JOSE DOS CAMPOS           ","NS",2021-02-01,2021-03-01,11946.64,"Afas. Missão Exterior Com Ônus - EST","2021","02",71.1109523809524
"                                        ","MINISTERIO CIENCIA TEC.INOV.COMUNICACOES","DF","BRASILIA                      ","  ",2021-02-01,2021-03-01,14081.39,"Afas. Viagem/Serv Fora do País Com Ônus - EST","2021","02",83.8177976190476
"TECNICO                                 ","COMISSAO NACIONAL DE ENERGIA NUCLEAR    ","RJ","NOVA IGUACU                   ","NI",2021-02-01,2021-03-01,11306.14,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","02",67.2984523809524
"TECNOLOGISTA                            ","COMISSAO NACIONAL DE ENERGIA NUCLEAR    ","RJ","SAO JOAO DE MERITI            ","NS",2021-03-01,2021-03-01,26467.68,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","03",157.545714285714
"                                        ","AMAZONIA AZUL TECNOLOGIAS DE DEFESA SA  ","SP","SAO PAULO                     ","  ",2021-02-01,2021-03-01,3227.61,"Afas. Missão Exterior Com Ônus - EST","2021","02",19.2119642857143
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BOA VISTA                     ","NS",2021-10-01,2021-11-01,42134.91,"Afas. Missão Exterior Com Ônus - EST","2021","10",250.803035714286
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-01-01,2021-11-01,41210.48,"Afas. Missão Exterior Com Ônus - EST","2021","01",245.300476190476
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-10-01,2021-11-01,16348.06,"Afas. Missão Exterior Com Ônus - EST","2021","10",97.309880952381
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-11-01,2021-11-01,57013.6,"Afas. Missão Exterior Com Ônus - EST","2021","11",339.366666666667
"AUDITOR FISCAL FEDERAL AGROPECUARIO     ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","NS",2021-10-01,2021-11-01,48143.89,"Afas. Missão Exterior Com Ônus - EST","2021","10",286.570773809524
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-10-01,2021-11-01,29077.45,"Afas. Missão Exterior Com Ônus Limitado - EST","2021","10",173.08005952381
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-10-01,2021-11-01,30284.78,"Afas. Missão Exterior Com Ônus - EST","2021","10",180.266547619048
"                                        ","MINIST.DA AGRICULTURA,PECUARIA E ABAST. ","DF","BRASILIA                      ","  ",2021-10-01,2021-11-01,19362.25,"Afas. Missão Exterior Com Ônus - EST","2021","10",115.251488095238
"AUDITOR-FISCAL DA RECEITA FEDERAL BRASIL","MINISTERIO DA ECONOMIA                  ","DF","BRASILIA                      ","NS",2021-08-01,2021-11-01,58065.24,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","08",345.626428571429
"AUDITOR-FISCAL DA RECEITA FEDERAL BRASIL","MINISTERIO DA ECONOMIA                  ","RS","PORTO ALEGRE                  ","NS",2021-10-01,2021-11-01,62633.94,"Afas. Part.Prog.Trein.(Cong-Encont) Fora País C/Ônus - EST","2021","10",372.821071428571
"AUDITOR-FISCAL DA RECEITA FEDERAL BRASIL","MINISTERIO DA ECONOMIA                  ","DF","BRASILIA                      ","NS",2021-10-01,2021-11-01,53902.75,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",320.849702380952
"                                        ","MINIST. DA JUSTICA E SEGURANCA PUBLICA  ","RJ","RIO DE JANEIRO                ","  ",2021-10-01,2021-11-01,8093.1,"Afas. Part.Prog.Trein. (Congr) Fora  País C/Ônus Limit - EST","2021","10",48.1732142857143
"                                        ","PRESIDENCIA DA REPUBLICA                ","DF","BRASILIA                      ","  ",2021-11-01,2021-11-01,16348.06,"Afas. Missão Exterior Com Ônus - EST","2021","11",97.309880952381
"                                        ","PRESIDENCIA DA REPUBLICA                ","DF","BRASILIA                      ","  ",2021-11-01,2021-11-01,20798.55,"Afas. Missão Exterior Com Ônus - EST","2021","11",123.800892857143
